tactic_id,tactic_name,tactic_shortname,technique_id,technique_name,is_subtechnique
TA0003,persistence,persistence,T1098.002,additional email delegate permissions,True
TA0004,privilege escalation,privilege-escalation,T1098.002,additional email delegate permissions,True
TA0042,resource development,resource-development,T1588.003,code signing certificates,True
TA0005,stealth,stealth,T1126,network share connection removal,False
TA0002,execution,execution,T1648,serverless execution,False
TA0004,privilege escalation,privilege-escalation,T1548.006,tcc manipulation,True
TA0003,persistence,persistence,T1084,windows management instrumentation event subscription,False
TA0003,persistence,persistence,T1160,launch daemon,False
TA0004,privilege escalation,privilege-escalation,T1160,launch daemon,False
TA0005,stealth,stealth,T1027.018,invisible unicode,True
TA0005,stealth,stealth,T1055.008,ptrace system calls,True
TA0004,privilege escalation,privilege-escalation,T1055.008,ptrace system calls,True
TA0003,persistence,persistence,T1653,power settings,False
TA0005,stealth,stealth,T1027.007,dynamic api resolution,True
TA0008,lateral movement,lateral-movement,T1021.001,remote desktop protocol,True
TA0003,persistence,persistence,T1037.001,logon script (windows),True
TA0004,privilege escalation,privilege-escalation,T1037.001,logon script (windows),True
TA0005,stealth,stealth,T1055.015,listplanting,True
TA0004,privilege escalation,privilege-escalation,T1055.015,listplanting,True
TA0011,command and control,command-and-control,T1665,hide infrastructure,False
TA0112,defense impairment,defense-impairment,T1484,domain or tenant policy modification,False
TA0004,privilege escalation,privilege-escalation,T1484,domain or tenant policy modification,False
TA0005,stealth,stealth,T1220,xsl script processing,False
TA0043,reconnaissance,reconnaissance,T1596.005,scan databases,True
TA0005,stealth,stealth,T1564.001,hidden files and directories,True
TA0112,defense impairment,defense-impairment,T1578.001,create snapshot,True
TA0043,reconnaissance,reconnaissance,T1591.001,determine physical locations,True
TA0003,persistence,persistence,T1137.002,office test,True
TA0042,resource development,resource-development,T1587,develop capabilities,False
TA0002,execution,execution,T1173,dynamic data exchange,False
TA0006,credential access,credential-access,T1003.003,ntds,True
TA0112,defense impairment,defense-impairment,T1686.001,cloud firewall,True
TA0009,collection,collection,T1602.001,snmp (mib dump),True
TA0112,defense impairment,defense-impairment,T1686,disable or modify system firewall,False
TA0011,command and control,command-and-control,T1001.002,steganography,True
TA0002,execution,execution,T1204.001,malicious link,True
TA0008,lateral movement,lateral-movement,T1550.001,application access token,True
TA0003,persistence,persistence,T1547.008,lsass driver,True
TA0004,privilege escalation,privilege-escalation,T1547.008,lsass driver,True
TA0002,execution,execution,T1569.002,service execution,True
TA0005,stealth,stealth,T1078.004,cloud accounts,True
TA0003,persistence,persistence,T1078.004,cloud accounts,True
TA0004,privilege escalation,privilege-escalation,T1078.004,cloud accounts,True
TA0001,initial access,initial-access,T1078.004,cloud accounts,True
TA0005,stealth,stealth,T1480.001,environmental keying,True
TA0011,command and control,command-and-control,T1008,fallback channels,False
TA0007,discovery,discovery,T1680,local storage discovery,False
TA0005,stealth,stealth,T1564.004,ntfs file attributes,True
TA0006,credential access,credential-access,T1558.003,kerberoasting,True
TA0005,stealth,stealth,T1096,ntfs file attributes,False
TA0006,credential access,credential-access,T1003.006,dcsync,True
TA0007,discovery,discovery,T1124,system time discovery,False
TA0002,execution,execution,T1053.002,at,True
TA0003,persistence,persistence,T1053.002,at,True
TA0004,privilege escalation,privilege-escalation,T1053.002,at,True
TA0002,execution,execution,T1035,service execution,False
TA0005,stealth,stealth,T1055.001,dynamic-link library injection,True
TA0004,privilege escalation,privilege-escalation,T1055.001,dynamic-link library injection,True
TA0002,execution,execution,T1086,powershell,False
TA0042,resource development,resource-development,T1588.005,exploits,True
TA0112,defense impairment,defense-impairment,T1556,modify authentication process,False
TA0003,persistence,persistence,T1556,modify authentication process,False
TA0006,credential access,credential-access,T1556,modify authentication process,False
TA0003,persistence,persistence,T1546.017,udev rules,True
TA0004,privilege escalation,privilege-escalation,T1546.017,udev rules,True
TA0009,collection,collection,T1056.004,credential api hooking,True
TA0006,credential access,credential-access,T1056.004,credential api hooking,True
TA0040,impact,impact,T1495,firmware corruption,False
TA0040,impact,impact,T1490,inhibit system recovery,False
TA0004,privilege escalation,privilege-escalation,T1546.007,netsh helper dll,True
TA0003,persistence,persistence,T1546.007,netsh helper dll,True
TA0001,initial access,initial-access,T1566.003,spearphishing via service,True
TA0011,command and control,command-and-control,T1090.001,internal proxy,True
TA0005,stealth,stealth,T1216,system script proxy execution,False
TA0011,command and control,command-and-control,T1094,custom command and control protocol,False
TA0011,command and control,command-and-control,T1102.001,dead drop resolver,True
TA0005,stealth,stealth,T1118,installutil,False
TA0002,execution,execution,T1118,installutil,False
TA0011,command and control,command-and-control,T1001.001,junk data,True
TA0043,reconnaissance,reconnaissance,T1598.001,spearphishing service,True
TA0011,command and control,command-and-control,T1043,commonly used port,False
TA0003,persistence,persistence,T1505.006,vsphere installation bundles,True
TA0006,credential access,credential-access,T1552.007,container api,True
TA0042,resource development,resource-development,T1584.001,domains,True
TA0003,persistence,persistence,T1505.001,sql stored procedures,True
TA0112,defense impairment,defense-impairment,T1556.004,network device authentication,True
TA0003,persistence,persistence,T1556.004,network device authentication,True
TA0006,credential access,credential-access,T1556.004,network device authentication,True
TA0040,impact,impact,T1561.001,disk content wipe,True
TA0009,collection,collection,T1213.005,messaging applications,True
TA0010,exfiltration,exfiltration,T1048.003,exfiltration over unencrypted non-c2 protocol,True
TA0005,stealth,stealth,T1027.015,compression,True
TA0005,stealth,stealth,T1574.004,dylib hijacking,True
TA0002,execution,execution,T1574.004,dylib hijacking,True
TA0112,defense impairment,defense-impairment,T1601.002,downgrade system image,True
TA0005,stealth,stealth,T1684.002,email spoofing,True
TA0005,stealth,stealth,T1078.003,local accounts,True
TA0003,persistence,persistence,T1078.003,local accounts,True
TA0004,privilege escalation,privilege-escalation,T1078.003,local accounts,True
TA0001,initial access,initial-access,T1078.003,local accounts,True
TA0001,initial access,initial-access,T1669,wi-fi networks,False
TA0005,stealth,stealth,T1211,exploitation for stealth,False
TA0005,stealth,stealth,T1127,trusted developer utilities proxy execution,False
TA0002,execution,execution,T1127,trusted developer utilities proxy execution,False
TA0040,impact,impact,T1529,system shutdown/reboot,False
TA0005,stealth,stealth,T1218.014,mmc,True
TA0005,stealth,stealth,T1564.010,process argument spoofing,True
TA0008,lateral movement,lateral-movement,T1077,windows admin shares,False
TA0005,stealth,stealth,T1574.012,cor_profiler,True
TA0002,execution,execution,T1574.012,cor_profiler,True
